Code,lichaamslocalisatie,pathologie
7209,Bovenste spronggewricht (inclusief weke delen),Overige chirurgie van het bewegingsapparaat (incl. nieuwvormingen)
7210,Bovenste spronggewricht (inclusief weke delen),Aseptische botnecrose
7211,Bovenste spronggewricht (inclusief weke delen),Afwijkingen wervelkolom / bekken
7212,Bovenste spronggewricht (inclusief weke delen),Skeletafwijkingen (aangeboren)
7213,Bovenste spronggewricht (inclusief weke delen),Ossificatiestoornis
7214,Bovenste spronggewricht (inclusief weke delen),Ontstekingen / nieuwvormingen in het skelet
7215,Bovenste spronggewricht (inclusief weke delen),Pseudo-arthrose / epiphysiolysis / apofysitiden
7216,Bovenste spronggewricht (inclusief weke delen),Standsafwijkingen extremiteiten
7217,Bovenste spronggewricht (inclusief weke delen),"Afwijkingen gewrichten, uitgezonderd wervelkolom / bekken"
7218,Bovenste spronggewricht (inclusief weke delen),Overige orthopedische aandoeningen zonder chirurgie
7219,Bovenste spronggewricht (inclusief weke delen),Dupuytren
7220,Bovenste spronggewricht (inclusief weke delen),Epicondylitis / tendinitis / tendovaginitis
7221,Bovenste spronggewricht (inclusief weke delen),Bursitis (niet traumatisch) / capsulitis
7222,Bovenste spronggewricht (inclusief weke delen),Chondropathie / arthropathie / meniscuslaesie
7223,Bovenste spronggewricht (inclusief weke delen),Artrose
7224,Bovenste spronggewricht (inclusief weke delen),Osteoporose
7225,Bovenste spronggewricht (inclusief weke delen),Syndroom van Costen
7226,Bovenste spronggewricht (inclusief weke delen),"Spier-, pees- en fascie aandoeningen"
7227,Bovenste spronggewricht (inclusief weke delen),"Discusdegeneratie, coccygodynie / HNP"
7228,Bovenste spronggewricht (inclusief weke delen),Sudeckse a(dys)trofie
7231,Bovenste spronggewricht (inclusief weke delen),Gewrichtcontusie / -distorsie
7232,Bovenste spronggewricht (inclusief weke delen),Luxatie (sub-)
7233,Bovenste spronggewricht (inclusief weke delen),"Spier-, peesruptuur / haematoom"
7234,Bovenste spronggewricht (inclusief weke delen),Hydrops / haemarthos / haematoom
7235,Bovenste spronggewricht (inclusief weke delen),Myositis ossificans / adhaesies / traumatische bursitis
7236,Bovenste spronggewricht (inclusief weke delen),Fracturen
7237,Bovenste spronggewricht (inclusief weke delen),Onbekend
7238,Bovenste spronggewricht (inclusief weke delen),Whiplash injury (nektrauma)
7239,Bovenste spronggewricht (inclusief weke delen),Status na brandwonden
7240,Bovenste spronggewricht (inclusief weke delen),Hartaandoeningen (niet genoemd onder 41 t/m 49)
7241,Bovenste spronggewricht (inclusief weke delen),Myocard-infarct (AMI)
7242,Bovenste spronggewricht (inclusief weke delen),Status na coronary artery bypassoperatie (CABG)
7243,Bovenste spronggewricht (inclusief weke delen),Status na percutane transluminale coronair angioplastiek (PTCA)
7244,Bovenste spronggewricht (inclusief weke delen),Status na hartklepoperatie
7245,Bovenste spronggewricht (inclusief weke delen),Status na operatief gecorrigeerde congenitale afwijkingen
7246,Bovenste spronggewricht (inclusief weke delen),Lymfevataandoeningen / oedeem
7247,Bovenste spronggewricht (inclusief weke delen),Ulcus / decubitus / necrose
7248,Bovenste spronggewricht (inclusief weke delen),"Algemeen vaatlijden, circulatiestoornissen"
7249,Bovenste spronggewricht (inclusief weke delen),Onbekend
7250,Bovenste spronggewricht (inclusief weke delen),Cara
7251,Bovenste spronggewricht (inclusief weke delen),Aangeboren afwijkingen tractus respiratorius
7252,Bovenste spronggewricht (inclusief weke delen),Pneumothorax / longoedeem
7253,Bovenste spronggewricht (inclusief weke delen),Luchtweginfecties
7254,Bovenste spronggewricht (inclusief weke delen),COPD
7255,Bovenste spronggewricht (inclusief weke delen),Emfyseem
7256,Bovenste spronggewricht (inclusief weke delen),Interstitiële longaandoeningen incl. sarcoïdose
7260,Bovenste spronggewricht (inclusief weke delen),Diabetes mellitus
7261,Bovenste spronggewricht (inclusief weke delen),Immuniteitsstoornissen
7262,Bovenste spronggewricht (inclusief weke delen),Spastisch colon
7264,Bovenste spronggewricht (inclusief weke delen),Adipositas
7265,Bovenste spronggewricht (inclusief weke delen),"Overige-, erfelijke aandoeningen"
7268,Bovenste spronggewricht (inclusief weke delen),Chirurgie niet bewegingsapparaat (niet cardiochirurgie)
7269,Bovenste spronggewricht (inclusief weke delen),Nieuwvormingen zonder chirurgie
7270,Bovenste spronggewricht (inclusief weke delen),Perifere zenuwaandoening
7271,Bovenste spronggewricht (inclusief weke delen),Cerebellaire aandoeningen / encephalopathieën
7272,Bovenste spronggewricht (inclusief weke delen),Cerebrovasculair accident / centrale parese
7273,Bovenste spronggewricht (inclusief weke delen),Multiple sclerose / ALS/ spinale spieratrofie
7274,Bovenste spronggewricht (inclusief weke delen),Parkinson / extrapyramidale aandoening
7275,Bovenste spronggewricht (inclusief weke delen),HNP met radiculair syndroom
7276,Bovenste spronggewricht (inclusief weke delen),Dwarslaesie (incl. traumatisch en partieel)
7277,Bovenste spronggewricht (inclusief weke delen),Neurotraumata
7278,Bovenste spronggewricht (inclusief weke delen),Overige neurologische aandoeningen / neuropathieën /ziekten van neurologische oorsprong
7279,Bovenste spronggewricht (inclusief weke delen),Psychomotore retardatie / ontwikkelingsstoornissen
7280,Bovenste spronggewricht (inclusief weke delen),Symptomatologie (nog zonder aanwijsbare pathologie)
7281,Bovenste spronggewricht (inclusief weke delen),Psychosomatische aandoeningen
7282,Bovenste spronggewricht (inclusief weke delen),Hyperventilatie zonder longpathologie
7283,Bovenste spronggewricht (inclusief weke delen),Proctologie
7284,Bovenste spronggewricht (inclusief weke delen),"M.D.L. (Maag, Darm, Lever)"
7285,Bovenste spronggewricht (inclusief weke delen),Seksuologie
7286,Bovenste spronggewricht (inclusief weke delen),"Urine incontinentie, incontinentie urinae"
7287,Bovenste spronggewricht (inclusief weke delen),"Fecale incontinentie, incontinentie alvi"
7288,Bovenste spronggewricht (inclusief weke delen),Urologie
7289,Bovenste spronggewricht (inclusief weke delen),Gynaecologie
7290,Bovenste spronggewricht (inclusief weke delen),"Reumatoïde arthritis, chronische reuma"
7291,Bovenste spronggewricht (inclusief weke delen),Juveniel reuma
7292,Bovenste spronggewricht (inclusief weke delen),(Poly-) arthritis
7293,Bovenste spronggewricht (inclusief weke delen),Spondylitis ankylopoetica / ankylose
7294,Bovenste spronggewricht (inclusief weke delen),Overige reumatische- en collageenaandoeningen 
7295,Bovenste spronggewricht (inclusief weke delen),Littekenweefsel
7296,Bovenste spronggewricht (inclusief weke delen),Sclerodermie
7297,Bovenste spronggewricht (inclusief weke delen),Psoriasis
7298,Bovenste spronggewricht (inclusief weke delen),Hyperhydrosis
7299,Bovenste spronggewricht (inclusief weke delen),Overige huidaandoeningen
7300,Onderste spronggewricht (inclusief weke delen),Amputatie
7301,Onderste spronggewricht (inclusief weke delen),"Gewrichten, uitgezonderd wervelkolom, meniscectomie, synovectomie"
7302,Onderste spronggewricht (inclusief weke delen),"Botten, uitgezonderd wervelkolom"
7303,Onderste spronggewricht (inclusief weke delen),"Meniscectomie, synovectomie"
7304,Onderste spronggewricht (inclusief weke delen),"Pees, spier, ligament"
7305,Onderste spronggewricht (inclusief weke delen),Wervelkolom
7306,Onderste spronggewricht (inclusief weke delen),Verwijderde osteosynthese materiaal
7308,Onderste spronggewricht (inclusief weke delen),Postoperatieve contractuur / atrofie
7309,Onderste spronggewricht (inclusief weke delen),Overige chirurgie van het bewegingsapparaat (incl. nieuwvormingen)
7310,Onderste spronggewricht (inclusief weke delen),Aseptische botnecrose
7311,Onderste spronggewricht (inclusief weke delen),Afwijkingen wervelkolom / bekken
7312,Onderste spronggewricht (inclusief weke delen),Skeletafwijkingen (aangeboren)
7313,Onderste spronggewricht (inclusief weke delen),Ossificatiestoornis
7314,Onderste spronggewricht (inclusief weke delen),Ontstekingen / nieuwvormingen in het skelet
7315,Onderste spronggewricht (inclusief weke delen),Pseudo-arthrose / epiphysiolysis / apofysitiden
7316,Onderste spronggewricht (inclusief weke delen),Standsafwijkingen extremiteiten
7317,Onderste spronggewricht (inclusief weke delen),"Afwijkingen gewrichten, uitgezonderd wervelkolom / bekken"
7318,Onderste spronggewricht (inclusief weke delen),Overige orthopedische aandoeningen zonder chirurgie
7319,Onderste spronggewricht (inclusief weke delen),Dupuytren
7320,Onderste spronggewricht (inclusief weke delen),Epicondylitis / tendinitis / tendovaginitis
7321,Onderste spronggewricht (inclusief weke delen),Bursitis (niet traumatisch) / capsulitis
7322,Onderste spronggewricht (inclusief weke delen),Chondropathie / arthropathie / meniscuslaesie
7323,Onderste spronggewricht (inclusief weke delen),Artrose
7324,Onderste spronggewricht (inclusief weke delen),Osteoporose
7325,Onderste spronggewricht (inclusief weke delen),Syndroom van Costen
7326,Onderste spronggewricht (inclusief weke delen),"Spier-, pees- en fascie aandoeningen"
7327,Onderste spronggewricht (inclusief weke delen),"Discusdegeneratie, coccygodynie / HNP"
7328,Onderste spronggewricht (inclusief weke delen),Sudeckse a(dys)trofie
7331,Onderste spronggewricht (inclusief weke delen),Gewrichtcontusie / -distorsie
7332,Onderste spronggewricht (inclusief weke delen),Luxatie (sub-)
7333,Onderste spronggewricht (inclusief weke delen),"Spier-, peesruptuur / haematoom"
7334,Onderste spronggewricht (inclusief weke delen),Hydrops / haemarthos / haematoom
7335,Onderste spronggewricht (inclusief weke delen),Myositis ossificans / adhaesies / traumatische bursitis
7336,Onderste spronggewricht (inclusief weke delen),Fracturen
7337,Onderste spronggewricht (inclusief weke delen),Onbekend
7338,Onderste spronggewricht (inclusief weke delen),Whiplash injury (nektrauma)
7339,Onderste spronggewricht (inclusief weke delen),Status na brandwonden
7340,Onderste spronggewricht (inclusief weke delen),Hartaandoeningen (niet genoemd onder 41 t/m 49)
7341,Onderste spronggewricht (inclusief weke delen),Myocard-infarct (AMI)
7342,Onderste spronggewricht (inclusief weke delen),Status na coronary artery bypassoperatie (CABG)
7343,Onderste spronggewricht (inclusief weke delen),Status na percutane transluminale coronair angioplastiek (PTCA)
7344,Onderste spronggewricht (inclusief weke delen),Status na hartklepoperatie
7345,Onderste spronggewricht (inclusief weke delen),Status na operatief gecorrigeerde congenitale afwijkingen
7346,Onderste spronggewricht (inclusief weke delen),Lymfevataandoeningen / oedeem
7347,Onderste spronggewricht (inclusief weke delen),Ulcus / decubitus / necrose
7348,Onderste spronggewricht (inclusief weke delen),"Algemeen vaatlijden, circulatiestoornissen"
7349,Onderste spronggewricht (inclusief weke delen),Onbekend
7350,Onderste spronggewricht (inclusief weke delen),Cara
7351,Onderste spronggewricht (inclusief weke delen),Aangeboren afwijkingen tractus respiratorius
7352,Onderste spronggewricht (inclusief weke delen),Pneumothorax / longoedeem
7353,Onderste spronggewricht (inclusief weke delen),Luchtweginfecties
7354,Onderste spronggewricht (inclusief weke delen),COPD
7355,Onderste spronggewricht (inclusief weke delen),Emfyseem
7356,Onderste spronggewricht (inclusief weke delen),Interstitiële longaandoeningen incl. sarcoïdose
7360,Onderste spronggewricht (inclusief weke delen),Diabetes mellitus
7361,Onderste spronggewricht (inclusief weke delen),Immuniteitsstoornissen
7362,Onderste spronggewricht (inclusief weke delen),Spastisch colon
7364,Onderste spronggewricht (inclusief weke delen),Adipositas
7365,Onderste spronggewricht (inclusief weke delen),"Overige-, erfelijke aandoeningen"
7368,Onderste spronggewricht (inclusief weke delen),Chirurgie niet bewegingsapparaat (niet cardiochirurgie)
7369,Onderste spronggewricht (inclusief weke delen),Nieuwvormingen zonder chirurgie
7370,Onderste spronggewricht (inclusief weke delen),Perifere zenuwaandoening
7371,Onderste spronggewricht (inclusief weke delen),Cerebellaire aandoeningen / encephalopathieën
7372,Onderste spronggewricht (inclusief weke delen),Cerebrovasculair accident / centrale parese
7373,Onderste spronggewricht (inclusief weke delen),Multiple sclerose / ALS/ spinale spieratrofie
7374,Onderste spronggewricht (inclusief weke delen),Parkinson / extrapyramidale aandoening
7375,Onderste spronggewricht (inclusief weke delen),HNP met radiculair syndroom
7376,Onderste spronggewricht (inclusief weke delen),Dwarslaesie (incl. traumatisch en partieel)
7377,Onderste spronggewricht (inclusief weke delen),Neurotraumata
7378,Onderste spronggewricht (inclusief weke delen),Overige neurologische aandoeningen / neuropathieën /ziekten van neurologische oorsprong
7379,Onderste spronggewricht (inclusief weke delen),Psychomotore retardatie / ontwikkelingsstoornissen
7380,Onderste spronggewricht (inclusief weke delen),Symptomatologie (nog zonder aanwijsbare pathologie)
7381,Onderste spronggewricht (inclusief weke delen),Psychosomatische aandoeningen
7382,Onderste spronggewricht (inclusief weke delen),Hyperventilatie zonder longpathologie
7383,Onderste spronggewricht (inclusief weke delen),Proctologie
7384,Onderste spronggewricht (inclusief weke delen),"M.D.L. (Maag, Darm, Lever)"
7385,Onderste spronggewricht (inclusief weke delen),Seksuologie
7386,Onderste spronggewricht (inclusief weke delen),"Urine incontinentie, incontinentie urinae"
7387,Onderste spronggewricht (inclusief weke delen),"Fecale incontinentie, incontinentie alvi"
7388,Onderste spronggewricht (inclusief weke delen),Urologie
7389,Onderste spronggewricht (inclusief weke delen),Gynaecologie
7390,Onderste spronggewricht (inclusief weke delen),"Reumatoïde arthritis, chronische reuma"
7391,Onderste spronggewricht (inclusief weke delen),Juveniel reuma
7392,Onderste spronggewricht (inclusief weke delen),(Poly-) arthritis
7393,Onderste spronggewricht (inclusief weke delen),Spondylitis ankylopoetica / ankylose
7394,Onderste spronggewricht (inclusief weke delen),Overige reumatische- en collageenaandoeningen 
7395,Onderste spronggewricht (inclusief weke delen),Littekenweefsel
7396,Onderste spronggewricht (inclusief weke delen),Sclerodermie
7397,Onderste spronggewricht (inclusief weke delen),Psoriasis
7398,Onderste spronggewricht (inclusief weke delen),Hyperhydrosis
7399,Onderste spronggewricht (inclusief weke delen),Overige huidaandoeningen
7400,Voetwortel,Amputatie
7401,Voetwortel,"Gewrichten, uitgezonderd wervelkolom, meniscectomie, synovectomie"
7402,Voetwortel,"Botten, uitgezonderd wervelkolom"
7403,Voetwortel,"Meniscectomie, synovectomie"
7404,Voetwortel,"Pees, spier, ligament"
7405,Voetwortel,Wervelkolom
7406,Voetwortel,Verwijderde osteosynthese materiaal
7408,Voetwortel,Postoperatieve contractuur / atrofie
7409,Voetwortel,Overige chirurgie van het bewegingsapparaat (incl. nieuwvormingen)
7410,Voetwortel,Aseptische botnecrose
7411,Voetwortel,Afwijkingen wervelkolom / bekken
7412,Voetwortel,Skeletafwijkingen (aangeboren)
7413,Voetwortel,Ossificatiestoornis
7414,Voetwortel,Ontstekingen / nieuwvormingen in het skelet
7415,Voetwortel,Pseudo-arthrose / epiphysiolysis / apofysitiden
7416,Voetwortel,Standsafwijkingen extremiteiten
7417,Voetwortel,"Afwijkingen gewrichten, uitgezonderd wervelkolom / bekken"
7418,Voetwortel,Overige orthopedische aandoeningen zonder chirurgie
7419,Voetwortel,Dupuytren
7420,Voetwortel,Epicondylitis / tendinitis / tendovaginitis
7421,Voetwortel,Bursitis (niet traumatisch) / capsulitis
7422,Voetwortel,Chondropathie / arthropathie / meniscuslaesie
7423,Voetwortel,Artrose
7424,Voetwortel,Osteoporose
7425,Voetwortel,Syndroom van Costen
7426,Voetwortel,"Spier-, pees- en fascie aandoeningen"
7427,Voetwortel,"Discusdegeneratie, coccygodynie / HNP"
7428,Voetwortel,Sudeckse a(dys)trofie
7431,Voetwortel,Gewrichtcontusie / -distorsie
7432,Voetwortel,Luxatie (sub-)
7433,Voetwortel,"Spier-, peesruptuur / haematoom"
7434,Voetwortel,Hydrops / haemarthos / haematoom
7435,Voetwortel,Myositis ossificans / adhaesies / traumatische bursitis
7436,Voetwortel,Fracturen
7437,Voetwortel,Onbekend
7438,Voetwortel,Whiplash injury (nektrauma)
7439,Voetwortel,Status na brandwonden
7440,Voetwortel,Hartaandoeningen (niet genoemd onder 41 t/m 49)
7441,Voetwortel,Myocard-infarct (AMI)
7442,Voetwortel,Status na coronary artery bypassoperatie (CABG)
7443,Voetwortel,Status na percutane transluminale coronair angioplastiek (PTCA)
7444,Voetwortel,Status na hartklepoperatie
7445,Voetwortel,Status na operatief gecorrigeerde congenitale afwijkingen
7446,Voetwortel,Lymfevataandoeningen / oedeem
7447,Voetwortel,Ulcus / decubitus / necrose
7448,Voetwortel,"Algemeen vaatlijden, circulatiestoornissen"
7449,Voetwortel,Onbekend
7450,Voetwortel,Cara
7451,Voetwortel,Aangeboren afwijkingen tractus respiratorius
7452,Voetwortel,Pneumothorax / longoedeem
7453,Voetwortel,Luchtweginfecties
7454,Voetwortel,COPD
7455,Voetwortel,Emfyseem
7456,Voetwortel,Interstitiële longaandoeningen incl. sarcoïdose
7460,Voetwortel,Diabetes mellitus
7461,Voetwortel,Immuniteitsstoornissen
7462,Voetwortel,Spastisch colon
7464,Voetwortel,Adipositas
7465,Voetwortel,"Overige-, erfelijke aandoeningen"
7468,Voetwortel,Chirurgie niet bewegingsapparaat (niet cardiochirurgie)
7469,Voetwortel,Nieuwvormingen zonder chirurgie
7470,Voetwortel,Perifere zenuwaandoening
7471,Voetwortel,Cerebellaire aandoeningen / encephalopathieën
7472,Voetwortel,Cerebrovasculair accident / centrale parese
7473,Voetwortel,Multiple sclerose / ALS/ spinale spieratrofie
7474,Voetwortel,Parkinson / extrapyramidale aandoening
7475,Voetwortel,HNP met radiculair syndroom
7476,Voetwortel,Dwarslaesie (incl. traumatisch en partieel)
7477,Voetwortel,Neurotraumata
7478,Voetwortel,Overige neurologische aandoeningen / neuropathieën /ziekten van neurologische oorsprong
7479,Voetwortel,Psychomotore retardatie / ontwikkelingsstoornissen
7480,Voetwortel,Symptomatologie (nog zonder aanwijsbare pathologie)
7481,Voetwortel,Psychosomatische aandoeningen
7482,Voetwortel,Hyperventilatie zonder longpathologie
7483,Voetwortel,Proctologie
7484,Voetwortel,"M.D.L. (Maag, Darm, Lever)"
7485,Voetwortel,Seksuologie
7486,Voetwortel,"Urine incontinentie, incontinentie urinae"
7487,Voetwortel,"Fecale incontinentie, incontinentie alvi"
7488,Voetwortel,Urologie
7489,Voetwortel,Gynaecologie
7490,Voetwortel,"Reumatoïde arthritis, chronische reuma"
7491,Voetwortel,Juveniel reuma
7492,Voetwortel,(Poly-) arthritis
7493,Voetwortel,Spondylitis ankylopoetica / ankylose
7494,Voetwortel,Overige reumatische- en collageenaandoeningen 
7495,Voetwortel,Littekenweefsel
7496,Voetwortel,Sclerodermie
7497,Voetwortel,Psoriasis
7498,Voetwortel,Hyperhydrosis
7499,Voetwortel,Overige huidaandoeningen
7500,Middenvoet,Amputatie
7501,Middenvoet,"Gewrichten, uitgezonderd wervelkolom, meniscectomie, synovectomie"
7502,Middenvoet,"Botten, uitgezonderd wervelkolom"
7503,Middenvoet,"Meniscectomie, synovectomie"
7504,Middenvoet,"Pees, spier, ligament"
7505,Middenvoet,Wervelkolom
7506,Middenvoet,Verwijderde osteosynthese materiaal
7508,Middenvoet,Postoperatieve contractuur / atrofie
7509,Middenvoet,Overige chirurgie van het bewegingsapparaat (incl. nieuwvormingen)
7510,Middenvoet,Aseptische botnecrose
7511,Middenvoet,Afwijkingen wervelkolom / bekken
7512,Middenvoet,Skeletafwijkingen (aangeboren)
7513,Middenvoet,Ossificatiestoornis
7514,Middenvoet,Ontstekingen / nieuwvormingen in het skelet
7515,Middenvoet,Pseudo-arthrose / epiphysiolysis / apofysitiden
7516,Middenvoet,Standsafwijkingen extremiteiten
7517,Middenvoet,"Afwijkingen gewrichten, uitgezonderd wervelkolom / bekken"
7518,Middenvoet,Overige orthopedische aandoeningen zonder chirurgie
7519,Middenvoet,Dupuytren
7520,Middenvoet,Epicondylitis / tendinitis / tendovaginitis
7521,Middenvoet,Bursitis (niet traumatisch) / capsulitis
7522,Middenvoet,Chondropathie / arthropathie / meniscuslaesie
7523,Middenvoet,Artrose
7524,Middenvoet,Osteoporose
7525,Middenvoet,Syndroom van Costen
7526,Middenvoet,"Spier-, pees- en fascie aandoeningen"
7527,Middenvoet,"Discusdegeneratie, coccygodynie / HNP"
7528,Middenvoet,Sudeckse a(dys)trofie
7531,Middenvoet,Gewrichtcontusie / -distorsie
7532,Middenvoet,Luxatie (sub-)
7533,Middenvoet,"Spier-, peesruptuur / haematoom"
7534,Middenvoet,Hydrops / haemarthos / haematoom
7535,Middenvoet,Myositis ossificans / adhaesies / traumatische bursitis
7536,Middenvoet,Fracturen
7537,Middenvoet,Onbekend
7538,Middenvoet,Whiplash injury (nektrauma)
7539,Middenvoet,Status na brandwonden
7540,Middenvoet,Hartaandoeningen (niet genoemd onder 41 t/m 49)
7541,Middenvoet,Myocard-infarct (AMI)
7542,Middenvoet,Status na coronary artery bypassoperatie (CABG)
7543,Middenvoet,Status na percutane transluminale coronair angioplastiek (PTCA)
7544,Middenvoet,Status na hartklepoperatie
7545,Middenvoet,Status na operatief gecorrigeerde congenitale afwijkingen
7546,Middenvoet,Lymfevataandoeningen / oedeem
7547,Middenvoet,Ulcus / decubitus / necrose
7548,Middenvoet,"Algemeen vaatlijden, circulatiestoornissen"
7549,Middenvoet,Onbekend
7550,Middenvoet,Cara
7551,Middenvoet,Aangeboren afwijkingen tractus respiratorius
7552,Middenvoet,Pneumothorax / longoedeem
7553,Middenvoet,Luchtweginfecties
7554,Middenvoet,COPD
7555,Middenvoet,Emfyseem
7556,Middenvoet,Interstitiële longaandoeningen incl. sarcoïdose
7560,Middenvoet,Diabetes mellitus
7561,Middenvoet,Immuniteitsstoornissen
7562,Middenvoet,Spastisch colon
7564,Middenvoet,Adipositas
7565,Middenvoet,"Overige-, erfelijke aandoeningen"
7568,Middenvoet,Chirurgie niet bewegingsapparaat (niet cardiochirurgie)
7569,Middenvoet,Nieuwvormingen zonder chirurgie
7570,Middenvoet,Perifere zenuwaandoening
7571,Middenvoet,Cerebellaire aandoeningen / encephalopathieën
7572,Middenvoet,Cerebrovasculair accident / centrale parese
7573,Middenvoet,Multiple sclerose / ALS/ spinale spieratrofie
7574,Middenvoet,Parkinson / extrapyramidale aandoening
7575,Middenvoet,HNP met radiculair syndroom
7576,Middenvoet,Dwarslaesie (incl. traumatisch en partieel)
7577,Middenvoet,Neurotraumata
7578,Middenvoet,Overige neurologische aandoeningen / neuropathieën /ziekten van neurologische oorsprong
7579,Middenvoet,Psychomotore retardatie / ontwikkelingsstoornissen
7580,Middenvoet,Symptomatologie (nog zonder aanwijsbare pathologie)
7581,Middenvoet,Psychosomatische aandoeningen
7582,Middenvoet,Hyperventilatie zonder longpathologie
7583,Middenvoet,Proctologie
7584,Middenvoet,"M.D.L. (Maag, Darm, Lever)"
7585,Middenvoet,Seksuologie
7586,Middenvoet,"Urine incontinentie, incontinentie urinae"
7587,Middenvoet,"Fecale incontinentie, incontinentie alvi"
7588,Middenvoet,Urologie
7589,Middenvoet,Gynaecologie
7590,Middenvoet,"Reumatoïde arthritis, chronische reuma"
7591,Middenvoet,Juveniel reuma
7592,Middenvoet,(Poly-) arthritis
7593,Middenvoet,Spondylitis ankylopoetica / ankylose
7594,Middenvoet,Overige reumatische- en collageenaandoeningen 
7595,Middenvoet,Littekenweefsel
7596,Middenvoet,Sclerodermie
7597,Middenvoet,Psoriasis
7598,Middenvoet,Hyperhydrosis
7599,Middenvoet,Overige huidaandoeningen
7600,Voorvoet (tenen),Amputatie
7601,Voorvoet (tenen),"Gewrichten, uitgezonderd wervelkolom, meniscectomie, synovectomie"
7602,Voorvoet (tenen),"Botten, uitgezonderd wervelkolom"
7603,Voorvoet (tenen),"Meniscectomie, synovectomie"
7604,Voorvoet (tenen),"Pees, spier, ligament"
7605,Voorvoet (tenen),Wervelkolom
7606,Voorvoet (tenen),Verwijderde osteosynthese materiaal
7608,Voorvoet (tenen),Postoperatieve contractuur / atrofie
7609,Voorvoet (tenen),Overige chirurgie van het bewegingsapparaat (incl. nieuwvormingen)
7610,Voorvoet (tenen),Aseptische botnecrose
7611,Voorvoet (tenen),Afwijkingen wervelkolom / bekken
7612,Voorvoet (tenen),Skeletafwijkingen (aangeboren)
7613,Voorvoet (tenen),Ossificatiestoornis
7614,Voorvoet (tenen),Ontstekingen / nieuwvormingen in het skelet
7615,Voorvoet (tenen),Pseudo-arthrose / epiphysiolysis / apofysitiden
7616,Voorvoet (tenen),Standsafwijkingen extremiteiten
7617,Voorvoet (tenen),"Afwijkingen gewrichten, uitgezonderd wervelkolom / bekken"
7618,Voorvoet (tenen),Overige orthopedische aandoeningen zonder chirurgie
7619,Voorvoet (tenen),Dupuytren
7620,Voorvoet (tenen),Epicondylitis / tendinitis / tendovaginitis
7621,Voorvoet (tenen),Bursitis (niet traumatisch) / capsulitis
7622,Voorvoet (tenen),Chondropathie / arthropathie / meniscuslaesie
7623,Voorvoet (tenen),Artrose
7624,Voorvoet (tenen),Osteoporose
7625,Voorvoet (tenen),Syndroom van Costen
7626,Voorvoet (tenen),"Spier-, pees- en fascie aandoeningen"
7627,Voorvoet (tenen),"Discusdegeneratie, coccygodynie / HNP"
7628,Voorvoet (tenen),Sudeckse a(dys)trofie
7631,Voorvoet (tenen),Gewrichtcontusie / -distorsie
7632,Voorvoet (tenen),Luxatie (sub-)
7633,Voorvoet (tenen),"Spier-, peesruptuur / haematoom"
7634,Voorvoet (tenen),Hydrops / haemarthos / haematoom
7635,Voorvoet (tenen),Myositis ossificans / adhaesies / traumatische bursitis
7636,Voorvoet (tenen),Fracturen
7637,Voorvoet (tenen),Onbekend
7638,Voorvoet (tenen),Whiplash injury (nektrauma)
7639,Voorvoet (tenen),Status na brandwonden
7640,Voorvoet (tenen),Hartaandoeningen (niet genoemd onder 41 t/m 49)
7641,Voorvoet (tenen),Myocard-infarct (AMI)
7642,Voorvoet (tenen),Status na coronary artery bypassoperatie (CABG)
7643,Voorvoet (tenen),Status na percutane transluminale coronair angioplastiek (PTCA)
7644,Voorvoet (tenen),Status na hartklepoperatie
7645,Voorvoet (tenen),Status na operatief gecorrigeerde congenitale afwijkingen
7646,Voorvoet (tenen),Lymfevataandoeningen / oedeem
7647,Voorvoet (tenen),Ulcus / decubitus / necrose
7648,Voorvoet (tenen),"Algemeen vaatlijden, circulatiestoornissen"
7649,Voorvoet (tenen),Onbekend
7650,Voorvoet (tenen),Cara
7651,Voorvoet (tenen),Aangeboren afwijkingen tractus respiratorius
7652,Voorvoet (tenen),Pneumothorax / longoedeem
7653,Voorvoet (tenen),Luchtweginfecties
7654,Voorvoet (tenen),COPD
7655,Voorvoet (tenen),Emfyseem
7656,Voorvoet (tenen),Interstitiële longaandoeningen incl. sarcoïdose
7660,Voorvoet (tenen),Diabetes mellitus
7661,Voorvoet (tenen),Immuniteitsstoornissen
7662,Voorvoet (tenen),Spastisch colon
7664,Voorvoet (tenen),Adipositas
7665,Voorvoet (tenen),"Overige-, erfelijke aandoeningen"
7668,Voorvoet (tenen),Chirurgie niet bewegingsapparaat (niet cardiochirurgie)
7669,Voorvoet (tenen),Nieuwvormingen zonder chirurgie
7670,Voorvoet (tenen),Perifere zenuwaandoening
7671,Voorvoet (tenen),Cerebellaire aandoeningen / encephalopathieën
7672,Voorvoet (tenen),Cerebrovasculair accident / centrale parese
7673,Voorvoet (tenen),Multiple sclerose / ALS/ spinale spieratrofie
7674,Voorvoet (tenen),Parkinson / extrapyramidale aandoening
7675,Voorvoet (tenen),HNP met radiculair syndroom
7676,Voorvoet (tenen),Dwarslaesie (incl. traumatisch en partieel)
7677,Voorvoet (tenen),Neurotraumata
7678,Voorvoet (tenen),Overige neurologische aandoeningen / neuropathieën /ziekten van neurologische oorsprong
7679,Voorvoet (tenen),Psychomotore retardatie / ontwikkelingsstoornissen
7680,Voorvoet (tenen),Symptomatologie (nog zonder aanwijsbare pathologie)
7681,Voorvoet (tenen),Psychosomatische aandoeningen
7682,Voorvoet (tenen),Hyperventilatie zonder longpathologie
7683,Voorvoet (tenen),Proctologie
